,TractCode,CountBlocks,Blocks With Choice,Blocks With Choice 3mbps,Blocks With Choice 12mbps,Blocks With Choice 25mbps,Prop With Choice,Prop With Choice 25mbps
752,47103975100,170,106.0,106.0,48.0,38.0,62.35,22.35
753,47103975200,272,89.0,83.0,24.0,2.0,32.72,0.74
754,47103975300,288,246.0,239.0,237.0,235.0,85.42,81.6
755,47103975400,302,231.0,230.0,225.0,221.0,76.49,73.18
756,47103975500,276,231.0,226.0,188.0,178.0,83.7,64.49
757,47103975601,119,104.0,104.0,94.0,94.0,87.39,78.99
758,47103975602,136,93.0,93.0,83.0,80.0,68.38,58.82
759,47103975700,178,97.0,96.0,60.0,59.0,54.49,33.15
760,47105060100,391,230.0,178.0,146.0,131.0,58.82,33.5
761,47105060201,241,151.0,126.0,109.0,95.0,62.66,39.42
762,47105060202,397,336.0,330.0,311.0,212.0,84.63,53.4
763,47105060301,203,117.0,110.0,84.0,75.0,57.64,36.95
764,47105060302,220,161.0,137.0,121.0,109.0,73.18,49.55
765,47105060400,399,286.0,196.0,145.0,134.0,71.68,33.58
766,47105060501,450,337.0,253.0,238.0,209.0,74.89,46.44
767,47105060502,98,62.0,60.0,38.0,34.0,63.27,34.69
768,47105060600,312,200.0,186.0,152.0,83.0,64.1,26.6
769,47105060700,213,105.0,77.0,56.0,56.0,49.3,26.29
770,47107970101,266,174.0,134.0,81.0,57.0,65.41,21.43
771,47107970102,211,143.0,134.0,75.0,66.0,67.77,31.28
772,47107970200,238,207.0,206.0,171.0,139.0,86.97,58.4
773,47107970300,138,133.0,133.0,113.0,93.0,96.38,67.39
774,47107970401,106,91.0,86.0,72.0,67.0,85.85,63.21
775,47107970402,160,141.0,127.0,121.0,102.0,88.12,63.75
776,47107970500,241,195.0,167.0,122.0,111.0,80.91,46.06
777,47107970600,315,223.0,185.0,121.0,5.0,70.79,1.59
778,47107970700,249,202.0,173.0,115.0,3.0,81.12,1.2
779,47107970800,396,223.0,141.0,41.0,13.0,56.31,3.28
780,47109930100,262,136.0,132.0,74.0,56.0,51.91,21.37
781,47109930200,123,22.0,22.0,0.0,0.0,17.89,0.0
782,47109930300,184,88.0,82.0,57.0,39.0,47.83,21.2
783,47109930400,129,49.0,49.0,2.0,1.0,37.98,0.78
784,47109930500,386,239.0,195.0,117.0,9.0,61.92,2.33
785,47109930600,123,27.0,27.0,5.0,0.0,21.95,0.0
786,47109930700,178,97.0,96.0,29.0,24.0,54.49,13.48
787,47111970100,256,177.0,38.0,37.0,1.0,69.14,0.39
788,47111970200,221,186.0,53.0,53.0,53.0,84.16,23.98
789,47111970300,312,256.0,181.0,181.0,177.0,82.05,56.73
790,47111970400,157,143.0,20.0,18.0,1.0,91.08,0.64
791,47113000100,93,55.0,54.0,49.0,49.0,59.14,52.69
792,47113000200,202,120.0,117.0,98.0,75.0,59.41,37.13
793,47113000300,141,88.0,87.0,79.0,78.0,62.41,55.32
794,47113000400,61,52.0,50.0,45.0,45.0,85.25,73.77
795,47113000500,75,58.0,54.0,50.0,48.0,77.33,64.0
796,47113000600,68,67.0,67.0,64.0,64.0,98.53,94.12
797,47113000700,96,91.0,91.0,88.0,79.0,94.79,82.29
798,47113000800,173,143.0,143.0,141.0,96.0,82.66,55.49
799,47113000900,105,86.0,85.0,82.0,70.0,81.9,66.67
800,47113001000,45,43.0,41.0,37.0,37.0,95.56,82.22
801,47113001100,85,70.0,65.0,53.0,36.0,82.35,42.35
802,47113001300,223,165.0,164.0,141.0,140.0,73.99,62.78
803,47113001401,91,60.0,56.0,49.0,48.0,65.93,52.75
804,47113001402,126,79.0,74.0,59.0,43.0,62.7,34.13
805,47113001501,137,99.0,99.0,85.0,75.0,72.26,54.74
806,47113001502,259,118.0,115.0,58.0,32.0,45.56,12.36
807,47113001603,37,23.0,23.0,22.0,20.0,62.16,54.05
808,47113001604,78,47.0,46.0,42.0,42.0,60.26,53.85
809,47113001605,106,45.0,45.0,33.0,33.0,42.45,31.13
810,47113001606,143,93.0,93.0,83.0,82.0,65.03,57.34
811,47113001607,90,65.0,64.0,58.0,55.0,72.22,61.11
812,47113001608,56,41.0,37.0,29.0,29.0,73.21,51.79
813,47113001609,112,48.0,44.0,19.0,19.0,42.86,16.96
814,47113001610,116,79.0,79.0,73.0,69.0,68.1,59.48
815,47113001700,91,45.0,41.0,6.0,6.0,49.45,6.59
816,47113001800,141,66.0,64.0,15.0,15.0,46.81,10.64
817,47113001900,154,63.0,61.0,9.0,9.0,40.91,5.84
818,47115050101,182,34.0,30.0,21.0,18.0,18.68,9.89
819,47115050102,273,231.0,227.0,208.0,208.0,84.62,76.19
820,47115050201,264,128.0,118.0,59.0,54.0,48.48,20.45
821,47115050202,342,293.0,288.0,275.0,254.0,85.67,74.27
822,47115050301,380,345.0,344.0,339.0,338.0,90.79,88.95
823,47115050302,222,95.0,95.0,48.0,31.0,42.79,13.96
824,47117955000,288,134.0,134.0,120.0,120.0,46.53,41.67
825,47117955100,256,181.0,180.0,113.0,103.0,70.7,40.23
826,47117955200,343,237.0,221.0,173.0,159.0,69.1,46.36
827,47117955300,114,110.0,110.0,109.0,105.0,96.49,92.11
828,47117955400,142,132.0,132.0,126.0,114.0,92.96,80.28
829,47117955500,366,219.0,210.0,114.0,89.0,59.84,24.32
830,47119010100,187,87.0,78.0,38.0,23.0,46.52,12.3
831,47119010201,385,180.0,179.0,172.0,151.0,46.75,39.22
832,47119010202,243,162.0,162.0,149.0,132.0,66.67,54.32
833,47119010301,191,118.0,114.0,96.0,90.0,61.78,47.12
834,47119010302,124,68.0,66.0,52.0,43.0,54.84,34.68
835,47119010400,307,194.0,190.0,179.0,174.0,63.19,56.68
836,47119010500,225,158.0,158.0,149.0,142.0,70.22,63.11
837,47119010600,192,152.0,151.0,148.0,145.0,79.17,75.52
838,47119010700,139,124.0,121.0,115.0,115.0,89.21,82.73
839,47119010801,92,77.0,77.0,75.0,70.0,83.7,76.09
840,47119010802,330,173.0,169.0,164.0,158.0,52.42,47.88
841,47119010900,152,53.0,50.0,41.0,33.0,34.87,21.71
842,47119011001,261,152.0,144.0,129.0,123.0,58.24,47.13
843,47119011002,351,219.0,212.0,204.0,173.0,62.39,49.29
844,47119011101,195,122.0,122.0,119.0,114.0,62.56,58.46
845,47119011102,114,60.0,58.0,50.0,46.0,52.63,40.35
846,47119011200,306,149.0,137.0,110.0,81.0,48.69,26.47
847,47121960100,296,190.0,148.0,53.0,13.0,64.19,4.39
848,47121960200,383,265.0,150.0,84.0,15.0,69.19,3.92
849,47121960300,149,45.0,41.0,18.0,17.0,30.2,11.41
850,47123925000,443,248.0,238.0,187.0,145.0,55.98,32.73
851,47123925100,333,188.0,182.0,121.0,98.0,56.46,29.43
852,47123925200,346,258.0,253.0,165.0,133.0,74.57,38.44
853,47123925300,313,227.0,205.0,128.0,57.0,72.52,18.21
854,47123925400,392,261.0,259.0,186.0,110.0,66.58,28.06
855,47123925501,135,62.0,58.0,38.0,25.0,45.93,18.52
856,47123925502,324,149.0,133.0,76.0,43.0,45.99,13.27
857,47125100100,78,68.0,68.0,68.0,7.0,87.18,8.97
858,47125100200,67,46.0,45.0,45.0,44.0,68.66,65.67
859,47125100300,77,64.0,64.0,64.0,64.0,83.12,83.12
860,47125100400,45,44.0,43.0,43.0,42.0,97.78,93.33
861,47125100500,67,57.0,57.0,54.0,53.0,85.07,79.1
862,47125100601,46,38.0,38.0,38.0,38.0,82.61,82.61
863,47125100602,52,41.0,41.0,40.0,38.0,78.85,73.08
864,47125100700,32,30.0,30.0,29.0,28.0,93.75,87.5
865,47125100800,137,92.0,91.0,86.0,68.0,67.15,49.64
866,47125100900,63,40.0,29.0,25.0,25.0,63.49,39.68
867,47125101001,92,65.0,64.0,55.0,55.0,70.65,59.78
868,47125101002,52,40.0,40.0,40.0,40.0,76.92,76.92
869,47125101101,25,25.0,25.0,21.0,21.0,100.0,84.0
870,47125101102,89,82.0,82.0,82.0,81.0,92.13,91.01
871,47125101103,32,25.0,25.0,25.0,25.0,78.12,78.12
872,47125101201,20,17.0,17.0,17.0,16.0,85.0,80.0
873,47125101202,47,46.0,46.0,42.0,42.0,97.87,89.36
874,47125101303,73,64.0,64.0,64.0,64.0,87.67,87.67
875,47125101304,96,71.0,68.0,67.0,67.0,73.96,69.79
876,47125101305,20,18.0,18.0,18.0,18.0,90.0,90.0
877,47125101306,50,43.0,43.0,41.0,41.0,86.0,82.0
878,47125101307,32,25.0,25.0,25.0,25.0,78.12,78.12
879,47125101400,34,1.0,0.0,0.0,0.0,2.94,0.0
880,47125101500,108,63.0,63.0,52.0,49.0,58.33,45.37
881,47125101600,84,53.0,52.0,50.0,50.0,63.1,59.52
882,47125101700,243,115.0,100.0,26.0,16.0,47.33,6.58
883,47125101802,185,132.0,119.0,89.0,60.0,71.35,32.43
884,47125101803,98,61.0,61.0,60.0,57.0,62.24,58.16
885,47125101804,95,69.0,69.0,50.0,46.0,72.63,48.42
886,47125101902,31,29.0,29.0,29.0,29.0,93.55,93.55
887,47125101903,104,79.0,79.0,76.0,76.0,75.96,73.08
888,47125101904,73,51.0,46.0,32.0,28.0,69.86,38.36
889,47125102001,70,58.0,57.0,55.0,54.0,82.86,77.14
890,47125102002,47,42.0,42.0,41.0,41.0,89.36,87.23
891,47125102003,35,32.0,32.0,32.0,32.0,91.43,91.43
892,47125102004,38,30.0,30.0,30.0,30.0,78.95,78.95
893,47125102005,62,39.0,39.0,36.0,36.0,62.9,58.06
894,47125102006,68,56.0,56.0,54.0,50.0,82.35,73.53
895,47125980100,41,8.0,8.0,8.0,8.0,19.51,19.51
896,47127930100,220,123.0,122.0,80.0,76.0,55.91,34.55
897,47127930200,233,125.0,124.0,97.0,89.0,53.65,38.2
898,47129110100,305,204.0,20.0,20.0,19.0,66.89,6.23
899,47129110200,179,153.0,0.0,0.0,0.0,85.47,0.0
900,47129110300,163,23.0,2.0,0.0,0.0,14.11,0.0
901,47129110400,233,195.0,108.0,68.0,58.0,83.69,24.89
902,47129110500,320,190.0,72.0,72.0,71.0,59.38,22.19
903,47131965000,226,175.0,168.0,83.0,21.0,77.43,9.29
904,47131965100,159,83.0,81.0,40.0,2.0,52.2,1.26
905,47131965200,79,47.0,46.0,23.0,1.0,59.49,1.27
906,47131965300,278,221.0,219.0,137.0,1.0,79.5,0.36
907,47131965400,431,377.0,376.0,348.0,26.0,87.47,6.03
908,47131965500,272,246.0,245.0,234.0,73.0,90.44,26.84
909,47131965600,206,195.0,195.0,194.0,14.0,94.66,6.8
910,47131965700,157,151.0,151.0,151.0,17.0,96.18,10.83
911,47131965800,218,90.0,88.0,48.0,0.0,41.28,0.0
912,47131965900,189,173.0,168.0,149.0,38.0,91.53,20.11
913,47133950100,125,93.0,69.0,68.0,29.0,74.4,23.2
914,47133950200,108,75.0,59.0,59.0,29.0,69.44,26.85
915,47133950301,197,180.0,174.0,151.0,102.0,91.37,51.78
916,47133950302,153,135.0,123.0,108.0,71.0,88.24,46.41
917,47133950400,97,74.0,62.0,55.0,33.0,76.29,34.02
918,47133950500,196,179.0,154.0,144.0,98.0,91.33,50.0
919,47133950600,111,82.0,52.0,44.0,26.0,73.87,23.42
920,47135930100,240,81.0,79.0,44.0,12.0,33.75,5.0
921,47135930200,423,143.0,139.0,89.0,23.0,33.81,5.44
922,47137925100,358,221.0,159.0,134.0,100.0,61.73,27.93
923,47139950100,66,25.0,19.0,0.0,0.0,37.88,0.0
924,47139950201,145,86.0,59.0,10.0,6.0,59.31,4.14
925,47139950202,322,247.0,211.0,134.0,85.0,76.71,26.4
926,47139950300,151,76.0,73.0,48.0,37.0,50.33,24.5
927,47139950400,191,119.0,113.0,27.0,1.0,62.3,0.52
928,47141000100,437,393.0,298.0,225.0,193.0,89.93,44.16
929,47141000200,366,290.0,231.0,204.0,156.0,79.23,42.62
930,47141000301,116,116.0,72.0,69.0,41.0,100.0,35.34
931,47141000302,125,116.0,114.0,114.0,113.0,92.8,90.4
932,47141000303,75,51.0,50.0,50.0,40.0,68.0,53.33
933,47141000400,135,109.0,107.0,106.0,91.0,80.74,67.41
934,47141000500,104,77.0,77.0,77.0,67.0,74.04,64.42
935,47141000600,232,167.0,142.0,142.0,116.0,71.98,50.0
936,47141000700,216,129.0,126.0,126.0,97.0,59.72,44.91
937,47141000800,235,171.0,171.0,170.0,153.0,72.77,65.11
938,47141000900,249,240.0,140.0,121.0,100.0,96.39,40.16
939,47141001000,259,184.0,115.0,97.0,68.0,71.04,26.25
940,47141001100,377,356.0,226.0,207.0,192.0,94.43,50.93
941,47141001200,304,289.0,200.0,195.0,160.0,95.07,52.63
942,47141001300,98,81.0,67.0,52.0,48.0,82.65,48.98
943,47143975000,372,233.0,147.0,55.0,48.0,62.63,12.9
944,47143975100,389,219.0,122.0,37.0,28.0,56.3,7.2
945,47143975200,234,130.0,115.0,46.0,46.0,55.56,19.66
946,47143975300,240,148.0,143.0,90.0,70.0,61.67,29.17
947,47143975401,326,241.0,231.0,174.0,47.0,73.93,14.42
948,47143975402,109,76.0,75.0,63.0,47.0,69.72,43.12
949,47145030100,59,47.0,47.0,47.0,42.0,79.66,71.19
950,47145030201,396,231.0,186.0,153.0,146.0,58.33,36.87
951,47145030202,305,212.0,192.0,175.0,143.0,69.51,46.89
952,47145030300,376,248.0,190.0,165.0,149.0,65.96,39.63
953,47145030400,374,250.0,193.0,155.0,67.0,66.84,17.91
954,47145030500,311,197.0,159.0,122.0,19.0,63.34,6.11
955,47145030600,163,115.0,108.0,93.0,82.0,70.55,50.31
956,47145030700,312,193.0,147.0,81.0,46.0,61.86,14.74
957,47145030800,338,273.0,247.0,202.0,37.0,80.77,10.95
958,47145030900,293,198.0,160.0,139.0,86.0,67.58,29.35
959,47145980100,342,7.0,1.0,1.0,0.0,2.05,0.0
960,47147080101,152,83.0,78.0,27.0,21.0,54.61,13.82
961,47147080103,103,90.0,89.0,80.0,71.0,87.38,68.93
962,47147080104,125,79.0,72.0,52.0,48.0,63.2,38.4
963,47147080200,185,129.0,106.0,29.0,21.0,69.73,11.35
964,47147080301,51,42.0,42.0,37.0,24.0,82.35,47.06
965,47147080302,121,120.0,118.0,101.0,32.0,99.17,26.45
966,47147080401,97,91.0,84.0,73.0,64.0,93.81,65.98
967,47147080402,79,69.0,69.0,60.0,42.0,87.34,53.16
968,47147080500,110,86.0,80.0,64.0,57.0,78.18,51.82
969,47147080603,85,54.0,52.0,48.0,46.0,63.53,54.12
970,47147080604,51,44.0,42.0,37.0,35.0,86.27,68.63
971,47147080605,43,38.0,36.0,31.0,26.0,88.37,60.47
972,47147080606,83,81.0,81.0,79.0,71.0,97.59,85.54
973,47147080700,162,110.0,102.0,92.0,78.0,67.9,48.15
974,47149040101,32,32.0,32.0,32.0,32.0,100.0,100.0
975,47149040102,16,16.0,16.0,16.0,16.0,100.0,100.0
976,47149040103,72,68.0,68.0,68.0,68.0,94.44,94.44
977,47149040104,49,48.0,48.0,47.0,45.0,97.96,91.84
978,47149040105,36,36.0,36.0,36.0,36.0,100.0,100.0
979,47149040200,61,54.0,54.0,53.0,49.0,88.52,80.33
980,47149040302,167,154.0,154.0,151.0,150.0,92.22,89.82
981,47149040303,27,27.0,27.0,27.0,27.0,100.0,100.0
982,47149040304,41,41.0,41.0,40.0,39.0,100.0,95.12
983,47149040305,29,27.0,27.0,27.0,27.0,93.1,93.1
984,47149040306,72,45.0,44.0,42.0,42.0,62.5,58.33
985,47149040307,41,39.0,39.0,39.0,38.0,95.12,92.68
986,47149040308,66,65.0,65.0,65.0,64.0,98.48,96.97
987,47149040403,102,96.0,95.0,95.0,93.0,94.12,91.18
988,47149040501,99,82.0,82.0,77.0,76.0,82.83,76.77
989,47149040502,109,106.0,103.0,61.0,58.0,97.25,53.21
990,47149040600,117,95.0,95.0,68.0,62.0,81.2,52.99
991,47149040701,164,117.0,117.0,112.0,111.0,71.34,67.68
992,47149040702,151,113.0,113.0,103.0,102.0,74.83,67.55
993,47149040805,114,93.0,93.0,93.0,93.0,81.58,81.58
994,47149040806,90,86.0,86.0,86.0,82.0,95.56,91.11
995,47149040807,51,48.0,48.0,48.0,47.0,94.12,92.16
996,47149040808,85,77.0,76.0,73.0,73.0,90.59,85.88
997,47149040809,50,37.0,35.0,30.0,28.0,74.0,56.0
998,47149040810,101,62.0,57.0,12.0,10.0,61.39,9.9
999,47149040901,97,75.0,66.0,53.0,49.0,77.32,50.52
1000,47149040902,153,135.0,135.0,130.0,129.0,88.24,84.31
1001,47149040903,86,82.0,82.0,82.0,82.0,95.35,95.35
1002,47149040904,50,46.0,46.0,46.0,44.0,92.0,88.0
1003,47149040905,144,108.0,107.0,107.0,106.0,75.0,73.61
1004,47149041000,103,97.0,97.0,94.0,88.0,94.17,85.44
1005,47149041101,139,129.0,129.0,129.0,119.0,92.81,85.61
1006,47149041102,30,29.0,29.0,28.0,28.0,96.67,93.33
1007,47149041201,95,65.0,63.0,63.0,62.0,68.42,65.26
1008,47149041202,52,44.0,44.0,44.0,43.0,84.62,82.69
1009,47149041301,73,73.0,73.0,73.0,73.0,100.0,100.0
1010,47149041302,85,85.0,85.0,85.0,82.0,100.0,96.47
1011,47149041401,25,23.0,23.0,22.0,21.0,92.0,84.0
1012,47149041402,26,26.0,24.0,21.0,20.0,100.0,76.92
1013,47149041403,54,49.0,49.0,49.0,48.0,90.74,88.89
1014,47149041500,9,5.0,5.0,5.0,3.0,55.56,33.33
1015,47149041600,126,125.0,125.0,113.0,100.0,99.21,79.37
1016,47149041700,92,90.0,90.0,87.0,81.0,97.83,88.04
1017,47149041800,129,105.0,94.0,65.0,53.0,81.4,41.09
1018,47149041900,51,51.0,51.0,50.0,46.0,100.0,90.2
1019,47149042000,66,61.0,61.0,61.0,59.0,92.42,89.39
1020,47149042100,111,102.0,101.0,101.0,100.0,91.89,90.09
1021,47149042200,134,102.0,102.0,97.0,89.0,76.12,66.42
1022,47149042300,119,107.0,106.0,102.0,99.0,89.92,83.19
1023,47151975000,340,277.0,141.0,1.0,1.0,81.47,0.29
1024,47151975100,381,315.0,294.0,3.0,3.0,82.68,0.79
1025,47151975200,274,203.0,153.0,0.0,0.0,74.09,0.0
1026,47151975300,239,126.0,13.0,0.0,0.0,52.72,0.0
1027,47151975400,261,112.0,6.0,5.0,5.0,42.91,1.92
1028,47153060101,345,222.0,222.0,5.0,5.0,64.35,1.45
1029,47153060102,173,42.0,42.0,0.0,0.0,24.28,0.0
1030,47153060200,251,163.0,163.0,36.0,35.0,64.94,13.94
1031,47155080101,99,66.0,63.0,59.0,48.0,66.67,48.48
1032,47155080102,167,115.0,114.0,106.0,88.0,68.86,52.69
1033,47155080201,140,136.0,126.0,123.0,123.0,97.14,87.86
1034,47155080202,122,113.0,112.0,108.0,103.0,92.62,84.43
1035,47155080300,97,97.0,97.0,97.0,97.0,100.0,100.0
1036,47155080400,303,204.0,145.0,106.0,89.0,67.33,29.37
1037,47155080500,222,195.0,142.0,139.0,127.0,87.84,57.21
1038,47155080601,172,155.0,153.0,135.0,133.0,90.12,77.33
1039,47155080602,320,257.0,226.0,175.0,170.0,80.31,53.12
1040,47155080700,433,261.0,180.0,88.0,77.0,60.28,17.78
1041,47155080801,111,102.0,93.0,93.0,89.0,91.89,80.18
1042,47155080802,212,207.0,193.0,191.0,189.0,97.64,89.15
1043,47155080901,210,165.0,96.0,23.0,23.0,78.57,10.95
1044,47155080902,302,171.0,127.0,90.0,87.0,56.62,28.81
1045,47155081000,456,217.0,191.0,151.0,132.0,47.59,28.95
1046,47155081101,198,150.0,139.0,126.0,96.0,75.76,48.48
1047,47155081102,277,101.0,69.0,42.0,38.0,36.46,13.72
1048,47155980100,40,14.0,1.0,1.0,1.0,35.0,2.5
1049,47157000100,134,114.0,114.0,66.0,61.0,85.07,45.52
1050,47157000200,28,10.0,9.0,6.0,6.0,35.71,21.43
1051,47157000300,37,14.0,10.0,8.0,7.0,37.84,18.92
1052,47157000400,55,48.0,48.0,3.0,0.0,87.27,0.0
1053,47157000600,61,46.0,44.0,6.0,2.0,75.41,3.28
1054,47157000700,65,63.0,63.0,46.0,43.0,96.92,66.15
1055,47157000800,50,43.0,43.0,27.0,20.0,86.0,40.0
1056,47157000900,58,52.0,52.0,30.0,30.0,89.66,51.72
1057,47157001100,46,43.0,39.0,11.0,0.0,93.48,0.0
1058,47157001200,50,49.0,42.0,34.0,32.0,98.0,64.0
1059,47157001300,54,53.0,52.0,10.0,8.0,98.15,14.81
1060,47157001400,37,37.0,17.0,7.0,2.0,100.0,5.41
1061,47157001500,49,40.0,37.0,14.0,13.0,81.63,26.53
1062,47157001600,45,39.0,38.0,38.0,35.0,86.67,77.78
1063,47157001700,70,69.0,69.0,66.0,66.0,98.57,94.29
1064,47157001900,33,30.0,28.0,21.0,18.0,90.91,54.55
1065,47157002000,42,42.0,40.0,17.0,12.0,100.0,28.57
1066,47157002100,80,80.0,80.0,45.0,34.0,100.0,42.5
1067,47157002400,43,42.0,26.0,3.0,0.0,97.67,0.0
1068,47157002500,75,75.0,75.0,68.0,46.0,100.0,61.33
1069,47157002600,40,40.0,40.0,39.0,37.0,100.0,92.5
1070,47157002700,51,46.0,43.0,42.0,39.0,90.2,76.47
1071,47157002800,62,62.0,44.0,17.0,12.0,100.0,19.35
1072,47157002900,82,82.0,79.0,54.0,45.0,100.0,54.88
1073,47157003000,42,42.0,42.0,31.0,20.0,100.0,47.62
1074,47157003100,74,71.0,68.0,65.0,61.0,95.95,82.43
1075,47157003200,48,48.0,48.0,46.0,41.0,100.0,85.42
1076,47157003300,33,33.0,33.0,32.0,31.0,100.0,93.94
1077,47157003400,30,30.0,30.0,30.0,9.0,100.0,30.0
1078,47157003500,38,37.0,37.0,33.0,29.0,97.37,76.32
1079,47157003600,58,58.0,58.0,41.0,4.0,100.0,6.9
1080,47157003700,33,33.0,28.0,9.0,0.0,100.0,0.0
1081,47157003800,21,20.0,19.0,3.0,0.0,95.24,0.0
1082,47157003900,21,20.0,20.0,14.0,3.0,95.24,14.29
1083,47157004200,123,122.0,122.0,66.0,36.0,99.19,29.27
1084,47157004300,51,49.0,38.0,24.0,18.0,96.08,35.29
1085,47157004500,24,23.0,20.0,6.0,4.0,95.83,16.67
1086,47157004600,46,43.0,41.0,16.0,9.0,93.48,19.57
1087,47157005000,29,26.0,25.0,8.0,2.0,89.66,6.9
1088,47157005300,108,103.0,66.0,42.0,42.0,95.37,38.89
1089,47157005500,70,63.0,39.0,18.0,2.0,90.0,2.86
1090,47157005600,91,91.0,61.0,25.0,15.0,100.0,16.48
1091,47157005700,88,88.0,88.0,87.0,41.0,100.0,46.59
1092,47157005800,35,35.0,35.0,32.0,4.0,100.0,11.43
1093,47157005900,72,71.0,71.0,70.0,13.0,98.61,18.06
1094,47157006000,40,40.0,38.0,12.0,11.0,100.0,27.5
1095,47157006200,50,50.0,47.0,20.0,19.0,100.0,38.0
1096,47157006300,47,46.0,46.0,32.0,29.0,97.87,61.7
1097,47157006400,31,31.0,31.0,31.0,30.0,100.0,96.77
1098,47157006500,46,42.0,35.0,20.0,20.0,91.3,43.48
1099,47157006600,64,57.0,57.0,51.0,46.0,89.06,71.88
1100,47157006700,88,87.0,83.0,31.0,29.0,98.86,32.95
1101,47157006800,43,39.0,39.0,13.0,0.0,90.7,0.0
1102,47157006900,48,47.0,47.0,46.0,45.0,97.92,93.75
1103,47157007000,40,39.0,39.0,29.0,23.0,97.5,57.5
1104,47157007100,44,43.0,43.0,43.0,40.0,97.73,90.91
1105,47157007200,32,32.0,32.0,32.0,21.0,100.0,65.62
1106,47157007300,33,30.0,30.0,23.0,18.0,90.91,54.55
1107,47157007400,49,49.0,48.0,41.0,39.0,100.0,79.59
1108,47157007500,26,26.0,22.0,3.0,1.0,100.0,3.85
1109,47157007810,84,60.0,38.0,2.0,1.0,71.43,1.19
1110,47157007821,69,67.0,66.0,55.0,55.0,97.1,79.71
1111,47157007822,31,30.0,30.0,30.0,30.0,96.77,96.77
1112,47157007900,61,61.0,59.0,51.0,42.0,100.0,68.85
1113,47157008000,67,67.0,67.0,67.0,63.0,100.0,94.03
1114,47157008110,40,39.0,25.0,8.0,5.0,97.5,12.5
1115,47157008120,69,68.0,59.0,47.0,45.0,98.55,65.22
1116,47157008200,46,45.0,44.0,42.0,36.0,97.83,78.26
1117,47157008500,56,54.0,53.0,45.0,40.0,96.43,71.43
1118,47157008600,89,87.0,86.0,80.0,79.0,97.75,88.76
1119,47157008700,67,60.0,60.0,60.0,58.0,89.55,86.57
1120,47157008800,96,89.0,89.0,89.0,43.0,92.71,44.79
1121,47157008900,62,56.0,56.0,55.0,2.0,90.32,3.23
1122,47157009100,37,36.0,36.0,36.0,36.0,97.3,97.3
1123,47157009200,122,115.0,115.0,113.0,109.0,94.26,89.34
1124,47157009300,74,74.0,74.0,73.0,70.0,100.0,94.59
1125,47157009400,63,63.0,63.0,63.0,61.0,100.0,96.83
