,TractCode,CountBlocks,Consumer Blocks Served Any Pro,Consumer Blocks Served Any Pro 25mbps,Prop Served By Any,Prop Served By Any 25mbps
1001,47149040903,86,86,86.0,100.0,100.0
1002,47149040904,50,49,49.0,98.0,98.0
1003,47149040905,144,143,143.0,99.31,99.31
1004,47149041000,103,103,101.0,100.0,98.06
1005,47149041101,139,138,138.0,99.28,99.28
1006,47149041102,30,30,30.0,100.0,100.0
1007,47149041201,95,95,95.0,100.0,100.0
1008,47149041202,52,52,52.0,100.0,100.0
1009,47149041301,73,73,73.0,100.0,100.0
1010,47149041302,85,85,85.0,100.0,100.0
1011,47149041401,25,25,24.0,100.0,96.0
1012,47149041402,26,26,26.0,100.0,100.0
1013,47149041403,54,54,53.0,100.0,98.15
1014,47149041500,9,9,8.0,100.0,88.89
1015,47149041600,126,125,114.0,99.21,90.48
1016,47149041700,92,92,91.0,100.0,98.91
1017,47149041800,129,123,103.0,95.35,79.84
1018,47149041900,51,51,50.0,100.0,98.04
1019,47149042000,66,66,66.0,100.0,100.0
1020,47149042100,111,110,110.0,99.1,99.1
1021,47149042200,134,130,110.0,97.01,82.09
1022,47149042300,119,117,115.0,98.32,96.64
1023,47151975000,340,340,340.0,100.0,100.0
1024,47151975100,381,381,381.0,100.0,100.0
1025,47151975200,274,274,274.0,100.0,100.0
1026,47151975300,239,239,239.0,100.0,100.0
1027,47151975400,261,261,259.0,100.0,99.23
1028,47153060101,345,345,221.0,100.0,64.06
1029,47153060102,173,173,40.0,100.0,23.12
1030,47153060200,251,251,155.0,100.0,61.75
1031,47155080101,99,99,87.0,100.0,87.88
1032,47155080102,167,162,135.0,97.01,80.84
1033,47155080201,140,140,133.0,100.0,95.0
1034,47155080202,122,122,116.0,100.0,95.08
1035,47155080300,97,97,97.0,100.0,100.0
1036,47155080400,303,302,284.0,99.67,93.73
1037,47155080500,222,222,218.0,100.0,98.2
1038,47155080601,172,172,160.0,100.0,93.02
1039,47155080602,320,320,315.0,100.0,98.44
1040,47155080700,433,433,248.0,100.0,57.27
1041,47155080801,111,111,104.0,100.0,93.69
1042,47155080802,212,212,211.0,100.0,99.53
1043,47155080901,210,208,170.0,99.05,80.95
1044,47155080902,302,298,242.0,98.68,80.13
1045,47155081000,456,455,442.0,99.78,96.93
1046,47155081101,198,198,198.0,100.0,100.0
1047,47155081102,277,277,273.0,100.0,98.56
1048,47155980100,40,40,14.0,100.0,35.0
1049,47157000100,134,132,119.0,98.51,88.81
1050,47157000200,28,27,27.0,96.43,96.43
1051,47157000300,37,37,29.0,100.0,78.38
1052,47157000400,55,53,49.0,96.36,89.09
1053,47157000600,61,61,56.0,100.0,91.8
1054,47157000700,65,65,65.0,100.0,100.0
1055,47157000800,50,50,50.0,100.0,100.0
1056,47157000900,58,56,55.0,96.55,94.83
1057,47157001100,46,46,44.0,100.0,95.65
1058,47157001200,50,50,50.0,100.0,100.0
1059,47157001300,54,54,54.0,100.0,100.0
1060,47157001400,37,37,35.0,100.0,94.59
1061,47157001500,49,49,39.0,100.0,79.59
1062,47157001600,45,44,41.0,97.78,91.11
1063,47157001700,70,70,70.0,100.0,100.0
1064,47157001900,33,33,32.0,100.0,96.97
1065,47157002000,42,42,42.0,100.0,100.0
1066,47157002100,80,80,70.0,100.0,87.5
1067,47157002400,43,43,41.0,100.0,95.35
1068,47157002500,75,75,69.0,100.0,92.0
1069,47157002600,40,40,39.0,100.0,97.5
1070,47157002700,51,51,43.0,100.0,84.31
1071,47157002800,62,62,53.0,100.0,85.48
1072,47157002900,82,82,79.0,100.0,96.34
1073,47157003000,42,42,36.0,100.0,85.71
1074,47157003100,74,73,68.0,98.65,91.89
1075,47157003200,48,48,48.0,100.0,100.0
1076,47157003300,33,33,32.0,100.0,96.97
1077,47157003400,30,30,30.0,100.0,100.0
1078,47157003500,38,38,38.0,100.0,100.0
1079,47157003600,58,58,41.0,100.0,70.69
1080,47157003700,33,33,17.0,100.0,51.52
1081,47157003800,21,20,4.0,95.24,19.05
1082,47157003900,21,20,15.0,95.24,71.43
1083,47157004200,123,122,75.0,99.19,60.98
1084,47157004300,51,51,39.0,100.0,76.47
1085,47157004500,24,24,22.0,100.0,91.67
1086,47157004600,46,46,36.0,100.0,78.26
1087,47157005000,29,29,27.0,100.0,93.1
1088,47157005300,108,107,100.0,99.07,92.59
1089,47157005500,70,67,64.0,95.71,91.43
1090,47157005600,91,91,66.0,100.0,72.53
1091,47157005700,88,88,87.0,100.0,98.86
1092,47157005800,35,35,32.0,100.0,91.43
1093,47157005900,72,72,71.0,100.0,98.61
1094,47157006000,40,40,38.0,100.0,95.0
1095,47157006200,50,50,43.0,100.0,86.0
1096,47157006300,47,47,46.0,100.0,97.87
1097,47157006400,31,31,31.0,100.0,100.0
1098,47157006500,46,46,38.0,100.0,82.61
1099,47157006600,64,60,58.0,93.75,90.62
1100,47157006700,88,88,84.0,100.0,95.45
1101,47157006800,43,43,38.0,100.0,88.37
1102,47157006900,48,48,46.0,100.0,95.83
1103,47157007000,40,40,40.0,100.0,100.0
1104,47157007100,44,44,44.0,100.0,100.0
1105,47157007200,32,32,32.0,100.0,100.0
1106,47157007300,33,33,31.0,100.0,93.94
1107,47157007400,49,49,46.0,100.0,93.88
1108,47157007500,26,26,24.0,100.0,92.31
1109,47157007810,84,69,52.0,82.14,61.9
1110,47157007821,69,69,68.0,100.0,98.55
1111,47157007822,31,31,31.0,100.0,100.0
1112,47157007900,61,61,60.0,100.0,98.36
1113,47157008000,67,67,67.0,100.0,100.0
1114,47157008110,40,40,40.0,100.0,100.0
1115,47157008120,69,69,66.0,100.0,95.65
1116,47157008200,46,46,44.0,100.0,95.65
1117,47157008500,56,55,49.0,98.21,87.5
1118,47157008600,89,89,87.0,100.0,97.75
1119,47157008700,67,67,67.0,100.0,100.0
1120,47157008800,96,95,94.0,98.96,97.92
1121,47157008900,62,61,57.0,98.39,91.94
1122,47157009100,37,37,37.0,100.0,100.0
1123,47157009200,122,122,114.0,100.0,93.44
1124,47157009300,74,74,73.0,100.0,98.65
1125,47157009400,63,63,63.0,100.0,100.0
1126,47157009500,115,115,115.0,100.0,100.0
1127,47157009600,87,87,77.0,100.0,88.51
1128,47157009700,38,37,37.0,97.37,97.37
1129,47157009800,48,48,46.0,100.0,95.83
1130,47157009901,70,68,66.0,97.14,94.29
1131,47157009902,50,46,41.0,92.0,82.0
1132,47157010000,79,79,78.0,100.0,98.73
1133,47157010110,73,73,73.0,100.0,100.0
1134,47157010120,75,75,70.0,100.0,93.33
1135,47157010210,62,62,62.0,100.0,100.0
1136,47157010220,85,85,83.0,100.0,97.65
1137,47157010300,13,13,12.0,100.0,92.31
1138,47157010500,34,30,20.0,88.24,58.82
1139,47157010610,74,69,64.0,93.24,86.49
1140,47157010620,37,37,35.0,100.0,94.59
1141,47157010630,36,36,34.0,100.0,94.44
1142,47157010710,61,60,56.0,98.36,91.8
1143,47157010720,32,31,31.0,96.88,96.88
1144,47157010810,54,54,54.0,100.0,100.0
1145,47157010820,46,46,46.0,100.0,100.0
1146,47157011010,45,45,45.0,100.0,100.0
1147,47157011020,30,27,27.0,90.0,90.0
1148,47157011100,59,58,43.0,98.31,72.88
1149,47157011200,43,43,42.0,100.0,97.67
1150,47157011300,79,79,52.0,100.0,65.82
1151,47157011400,130,129,89.0,99.23,68.46
1152,47157011500,73,73,65.0,100.0,89.04
1153,47157011600,74,74,69.0,100.0,93.24
1154,47157011700,118,116,67.0,98.31,56.78
1155,47157011800,70,70,70.0,100.0,100.0
1156,47157020101,40,40,36.0,100.0,90.0
1157,47157020102,40,40,40.0,100.0,100.0
1158,47157020210,86,86,86.0,100.0,100.0
1159,47157020221,48,48,47.0,100.0,97.92
1160,47157020222,28,28,28.0,100.0,100.0
1161,47157020300,96,95,95.0,98.96,98.96
1162,47157020400,32,28,27.0,87.5,84.38
1163,47157020511,34,33,32.0,97.06,94.12
1164,47157020512,63,63,62.0,100.0,98.41
1165,47157020521,30,30,30.0,100.0,100.0
1166,47157020523,33,33,33.0,100.0,100.0
1167,47157020524,45,45,45.0,100.0,100.0
1168,47157020531,61,61,56.0,100.0,91.8
1169,47157020532,81,81,75.0,100.0,92.59
1170,47157020541,72,71,66.0,98.61,91.67
1171,47157020542,52,48,43.0,92.31,82.69
1172,47157020610,58,57,44.0,98.28,75.86
1173,47157020621,81,80,76.0,98.77,93.83
1174,47157020622,63,62,56.0,98.41,88.89
1175,47157020632,87,78,78.0,89.66,89.66
1176,47157020633,39,39,38.0,100.0,97.44
1177,47157020634,29,28,28.0,96.55,96.55
1178,47157020635,34,34,34.0,100.0,100.0
1179,47157020642,107,107,106.0,100.0,99.07
1180,47157020643,69,69,69.0,100.0,100.0
1181,47157020644,102,102,102.0,100.0,100.0
1182,47157020651,95,95,95.0,100.0,100.0
1183,47157020652,63,63,62.0,100.0,98.41
1184,47157020700,37,37,36.0,100.0,97.3
1185,47157020810,52,52,44.0,100.0,84.62
1186,47157020820,121,119,117.0,98.35,96.69
1187,47157020831,43,31,31.0,72.09,72.09
1188,47157020832,119,113,110.0,94.96,92.44
1189,47157020900,143,140,133.0,97.9,93.01
1190,47157021010,198,190,187.0,95.96,94.44
1191,47157021020,65,65,63.0,100.0,96.92
1192,47157021111,63,60,51.0,95.24,80.95
1193,47157021112,57,55,55.0,96.49,96.49
1194,47157021113,81,49,46.0,60.49,56.79
1195,47157021121,71,59,59.0,83.1,83.1
1196,47157021122,48,48,47.0,100.0,97.92
1197,47157021124,79,79,79.0,100.0,100.0
1198,47157021125,62,61,59.0,98.39,95.16
1199,47157021126,50,50,50.0,100.0,100.0
1200,47157021135,93,92,91.0,98.92,97.85
1201,47157021136,68,68,68.0,100.0,100.0
1202,47157021137,102,101,101.0,99.02,99.02
1203,47157021138,32,31,29.0,96.88,90.62
1204,47157021139,34,34,34.0,100.0,100.0
1205,47157021140,63,62,61.0,98.41,96.83
1206,47157021141,69,66,66.0,95.65,95.65
1207,47157021142,46,33,32.0,71.74,69.57
1208,47157021200,10,10,6.0,100.0,60.0
1209,47157021311,76,72,66.0,94.74,86.84
1210,47157021312,27,27,25.0,100.0,92.59
1211,47157021320,70,66,55.0,94.29,78.57
1212,47157021331,54,54,53.0,100.0,98.15
1213,47157021333,35,35,34.0,100.0,97.14
1214,47157021334,34,34,32.0,100.0,94.12
1215,47157021341,82,81,80.0,98.78,97.56
1216,47157021342,139,130,110.0,93.53,79.14
1217,47157021351,78,75,74.0,96.15,94.87
1218,47157021352,63,63,63.0,100.0,100.0
1219,47157021353,105,101,99.0,96.19,94.29
1220,47157021410,40,40,39.0,100.0,97.5
1221,47157021420,55,49,49.0,89.09,89.09
1222,47157021430,76,75,67.0,98.68,88.16
1223,47157021510,81,77,73.0,95.06,90.12
1224,47157021520,189,183,167.0,96.83,88.36
1225,47157021530,48,46,46.0,95.83,95.83
1226,47157021540,108,108,108.0,100.0,100.0
1227,47157021611,72,72,68.0,100.0,94.44
1228,47157021612,54,54,54.0,100.0,100.0
1229,47157021613,47,47,47.0,100.0,100.0
1230,47157021620,92,90,81.0,97.83,88.04
1231,47157021710,22,21,17.0,95.45,77.27
1232,47157021721,38,38,35.0,100.0,92.11
1233,47157021724,40,32,30.0,80.0,75.0
1234,47157021725,29,28,27.0,96.55,93.1
1235,47157021726,17,15,15.0,88.24,88.24
1236,47157021731,32,28,19.0,87.5,59.38
1237,47157021732,61,58,54.0,95.08,88.52
1238,47157021741,68,68,64.0,100.0,94.12
1239,47157021744,55,55,55.0,100.0,100.0
1240,47157021745,67,67,67.0,100.0,100.0
1241,47157021746,30,29,29.0,96.67,96.67
1242,47157021747,32,32,32.0,100.0,100.0
1243,47157021751,68,68,61.0,100.0,89.71
1244,47157021752,34,34,34.0,100.0,100.0
1245,47157021753,26,24,24.0,92.31,92.31
1246,47157021754,34,34,34.0,100.0,100.0
1247,47157021900,60,60,55.0,100.0,91.67
1248,47157022022,103,102,83.0,99.03,80.58
1249,47157022023,49,49,47.0,100.0,95.92
1250,47157022024,61,61,61.0,100.0,100.0
1251,47157022111,65,62,61.0,95.38,93.85
1252,47157022112,69,69,64.0,100.0,92.75
1253,47157022121,69,69,63.0,100.0,91.3
1254,47157022122,46,46,46.0,100.0,100.0
1255,47157022130,70,70,68.0,100.0,97.14
1256,47157022210,59,59,58.0,100.0,98.31
1257,47157022220,81,81,80.0,100.0,98.77
1258,47157022310,66,66,66.0,100.0,100.0
1259,47157022321,53,53,52.0,100.0,98.11
1260,47157022322,64,64,63.0,100.0,98.44
1261,47157022330,60,60,60.0,100.0,100.0
1262,47157022410,98,97,95.0,98.98,96.94
1263,47157022500,104,86,66.0,82.69,63.46
1264,47157022600,143,125,79.0,87.41,55.24
1265,47157022700,80,80,79.0,100.0,98.75
1266,47157980100,40,32,14.0,80.0,35.0
1267,47157980200,23,23,1.0,100.0,4.35
1268,47157980300,8,8,0.0,100.0,0.0
1269,47157980400,9,7,5.0,77.78,55.56
1270,47159975000,221,221,218.0,100.0,98.64
1271,47159975100,114,114,114.0,100.0,100.0
1272,47159975200,259,259,241.0,100.0,93.05
1273,47159975300,103,101,69.0,98.06,66.99
1274,47159975400,335,335,313.0,100.0,93.43
1275,47161110200,165,165,143.0,100.0,86.67
1276,47161110600,115,87,52.0,75.65,45.22
1277,47161110700,187,187,159.0,100.0,85.03
1278,47161980100,1,1,1.0,100.0,100.0
1279,47161980200,1,1,1.0,100.0,100.0
1280,47163040200,317,317,317.0,100.0,100.0
1281,47163040300,65,65,65.0,100.0,100.0
1282,47163040500,127,127,127.0,100.0,100.0
1283,47163040600,133,133,133.0,100.0,100.0
1284,47163040700,87,87,87.0,100.0,100.0
1285,47163040800,139,139,139.0,100.0,100.0
1286,47163040900,79,79,79.0,100.0,100.0
1287,47163041000,120,120,120.0,100.0,100.0
1288,47163041100,88,88,88.0,100.0,100.0
1289,47163041200,213,213,213.0,100.0,100.0
1290,47163041300,156,156,156.0,100.0,100.0
1291,47163041400,239,239,239.0,100.0,100.0
1292,47163041500,63,63,63.0,100.0,100.0
1293,47163041600,83,83,83.0,100.0,100.0
1294,47163041700,133,133,133.0,100.0,100.0
1295,47163041800,114,114,114.0,100.0,100.0
1296,47163041900,59,59,59.0,100.0,100.0
1297,47163042000,66,66,66.0,100.0,100.0
1298,47163042100,184,184,184.0,100.0,100.0
1299,47163042200,144,144,144.0,100.0,100.0
1300,47163042300,157,157,157.0,100.0,100.0
1301,47163042400,135,135,135.0,100.0,100.0
1302,47163042500,95,95,95.0,100.0,100.0
1303,47163042600,160,160,160.0,100.0,100.0
1304,47163042701,170,170,170.0,100.0,100.0
1305,47163042702,93,93,93.0,100.0,100.0
1306,47163042801,87,87,87.0,100.0,100.0
1307,47163042802,136,136,136.0,100.0,100.0
1308,47163042900,73,73,73.0,100.0,100.0
1309,47163043000,245,245,245.0,100.0,100.0
1310,47163043100,233,233,233.0,100.0,100.0
1311,47163043201,186,186,186.0,100.0,100.0
1312,47163043202,268,268,268.0,100.0,100.0
1313,47163043301,131,131,131.0,100.0,100.0
1314,47163043302,304,304,304.0,100.0,100.0
1315,47163043401,170,170,170.0,100.0,100.0
1316,47163043402,146,146,146.0,100.0,100.0
1317,47163043500,187,187,187.0,100.0,100.0
1318,47163043600,150,150,150.0,100.0,100.0
1319,47165020101,153,153,153.0,100.0,100.0
1320,47165020102,236,236,236.0,100.0,100.0
1321,47165020203,48,48,44.0,100.0,91.67
1322,47165020204,85,84,80.0,98.82,94.12
1323,47165020205,62,62,61.0,100.0,98.39
1324,47165020206,37,37,35.0,100.0,94.59
1325,47165020207,26,26,24.0,100.0,92.31
1326,47165020208,52,52,48.0,100.0,92.31
1327,47165020209,62,62,57.0,100.0,91.94
1328,47165020300,111,111,104.0,100.0,93.69
1329,47165020403,35,35,32.0,100.0,91.43
1330,47165020404,33,33,33.0,100.0,100.0
1331,47165020405,26,26,25.0,100.0,96.15
1332,47165020406,42,42,42.0,100.0,100.0
1333,47165020407,54,54,53.0,100.0,98.15
1334,47165020501,92,90,85.0,97.83,92.39
1335,47165020502,61,61,57.0,100.0,93.44
1336,47165020503,40,40,36.0,100.0,90.0
1337,47165020601,105,105,103.0,100.0,98.1
1338,47165020602,181,179,173.0,98.9,95.58
1339,47165020603,68,68,60.0,100.0,88.24
1340,47165020700,135,134,130.0,99.26,96.3
1341,47165020800,134,134,133.0,100.0,99.25
1342,47165020901,25,24,23.0,96.0,92.0
1343,47165020902,113,113,111.0,100.0,98.23
1344,47165020903,77,77,75.0,100.0,97.4
1345,47165021002,74,70,68.0,94.59,91.89
1346,47165021004,44,44,42.0,100.0,95.45
1347,47165021005,90,90,87.0,100.0,96.67
1348,47165021006,38,38,34.0,100.0,89.47
1349,47165021007,29,29,29.0,100.0,100.0
1350,47165021008,42,42,41.0,100.0,97.62
1351,47165021009,44,43,43.0,97.73,97.73
1352,47165021103,55,54,54.0,98.18,98.18
1353,47165021104,31,31,31.0,100.0,100.0
1354,47165021105,54,54,52.0,100.0,96.3
1355,47165021106,51,50,49.0,98.04,96.08
1356,47165021107,52,52,52.0,100.0,100.0
1357,47165021201,69,69,69.0,100.0,100.0
1358,47165021203,68,67,67.0,98.53,98.53
1359,47165021204,67,66,65.0,98.51,97.01
1360,47165021205,56,56,55.0,100.0,98.21
1361,47167040100,33,33,33.0,100.0,100.0
1362,47167040200,46,46,33.0,100.0,71.74
1363,47167040302,120,119,119.0,99.17,99.17
1364,47167040303,90,90,90.0,100.0,100.0
1365,47167040304,66,66,66.0,100.0,100.0
1366,47167040400,67,67,51.0,100.0,76.12
1367,47167040500,104,104,100.0,100.0,96.15
1368,47167040601,84,83,76.0,98.81,90.48
1369,47167040602,87,83,59.0,95.4,67.82
1370,47167040700,149,149,141.0,100.0,94.63
1371,47167040800,53,53,46.0,100.0,86.79
1372,47167040900,58,58,14.0,100.0,24.14
1373,47167041000,103,103,55.0,100.0,53.4
1374,47169090100,307,307,202.0,100.0,65.8
1375,47169090200,99,99,83.0,100.0,83.84
1376,47171080100,295,295,295.0,100.0,100.0
1377,47171080200,358,358,356.0,100.0,99.44
1378,47171080300,281,281,262.0,100.0,93.24
1379,47171080400,216,216,216.0,100.0,100.0
1380,47173040100,268,267,192.0,99.63,71.64
1381,47173040201,119,118,101.0,99.16,84.87
1382,47173040202,183,183,147.0,100.0,80.33
1383,47173040300,144,144,21.0,100.0,14.58
1384,47175925000,275,275,74.0,100.0,26.91
1385,47175925200,184,184,158.0,100.0,85.87
1386,47177930100,156,156,136.0,100.0,87.18
1387,47177930200,326,326,207.0,100.0,63.5
1388,47177930300,115,115,67.0,100.0,58.26
1389,47177930400,133,133,129.0,100.0,96.99
1390,47177930500,154,154,153.0,100.0,99.35
1391,47177930600,146,146,146.0,100.0,100.0
1392,47177930700,129,129,129.0,100.0,100.0
1393,47177930800,329,329,236.0,100.0,71.73
1394,47177930900,75,75,73.0,100.0,97.33
1395,47179060100,169,169,169.0,100.0,100.0
1396,47179060400,195,195,186.0,100.0,95.38
1397,47179060501,111,111,107.0,100.0,96.4
1398,47179060502,125,125,119.0,100.0,95.2
1399,47179060600,129,129,126.0,100.0,97.67
1400,47179060700,33,33,33.0,100.0,100.0
1401,47179060800,137,137,137.0,100.0,100.0
1402,47179060900,157,157,156.0,100.0,99.36
1403,47179061000,149,149,149.0,100.0,100.0
1404,47179061100,104,104,104.0,100.0,100.0
1405,47179061200,159,159,157.0,100.0,98.74
1406,47179061300,292,292,292.0,100.0,100.0
1407,47179061401,144,141,137.0,97.92,95.14
1408,47179061402,174,173,161.0,99.43,92.53
1409,47179061500,213,208,193.0,97.65,90.61
1410,47179061601,92,92,76.0,100.0,82.61
1411,47179061602,230,229,208.0,99.57,90.43
1412,47179061701,107,107,102.0,100.0,95.33
1413,47179061702,144,142,135.0,98.61,93.75
1414,47179061800,221,221,194.0,100.0,87.78
1415,47179061901,276,274,237.0,99.28,85.87
1416,47179061902,178,177,139.0,99.44,78.09
1417,47179062000,144,144,144.0,100.0,100.0
1418,47181950100,259,256,172.0,98.84,66.41
1419,47181950200,348,343,240.0,98.56,68.97
1420,47181950300,226,221,170.0,97.79,75.22
1421,47181950400,219,218,114.0,99.54,52.05
1422,47183968000,124,124,10.0,100.0,8.06
1423,47183968101,158,158,155.0,100.0,98.1
1424,47183968102,164,164,95.0,100.0,57.93
1425,47183968201,295,295,247.0,100.0,83.73
1426,47183968202,41,41,41.0,100.0,100.0
1427,47183968203,130,130,130.0,100.0,100.0
1428,47183968300,173,173,111.0,100.0,64.16
1429,47183968400,344,344,243.0,100.0,70.64
1430,47183968500,281,281,182.0,100.0,64.77
1431,47183968600,218,218,160.0,100.0,73.39
1432,47183968700,149,149,75.0,100.0,50.34
1433,47185935000,203,203,172.0,100.0,84.73
1434,47185935100,192,192,185.0,100.0,96.35
1435,47185935200,114,114,105.0,100.0,92.11
1436,47185935300,225,225,224.0,100.0,99.56
1437,47185935400,177,177,175.0,100.0,98.87
1438,47185935500,191,191,117.0,100.0,61.26
1439,47187050101,111,111,108.0,100.0,97.3
1440,47187050102,53,53,52.0,100.0,98.11
1441,47187050103,129,129,84.0,100.0,65.12
1442,47187050203,54,52,50.0,96.3,92.59
1443,47187050204,43,43,43.0,100.0,100.0
1444,47187050205,47,47,46.0,100.0,97.87
1445,47187050206,29,29,29.0,100.0,100.0
1446,47187050207,45,45,45.0,100.0,100.0
1447,47187050208,84,70,63.0,83.33,75.0
1448,47187050303,29,29,29.0,100.0,100.0
1449,47187050304,105,66,40.0,62.86,38.1
1450,47187050305,30,30,29.0,100.0,96.67
1451,47187050306,32,32,30.0,100.0,93.75
1452,47187050307,86,72,50.0,83.72,58.14
1453,47187050403,14,14,14.0,100.0,100.0
1454,47187050404,69,68,66.0,98.55,95.65
1455,47187050405,28,28,25.0,100.0,89.29
1456,47187050406,40,40,39.0,100.0,97.5
1457,47187050502,124,123,75.0,99.19,60.48
1458,47187050503,162,161,126.0,99.38,77.78
1459,47187050504,62,62,60.0,100.0,96.77
1460,47187050601,73,73,68.0,100.0,93.15
1461,47187050602,227,224,207.0,98.68,91.19
1462,47187050701,50,50,50.0,100.0,100.0
1463,47187050702,52,52,51.0,100.0,98.08
1464,47187050800,141,140,137.0,99.29,97.16
1465,47187050904,59,59,56.0,100.0,94.92
1466,47187050905,57,54,45.0,94.74,78.95
1467,47187050906,58,58,56.0,100.0,96.55
1468,47187050907,74,71,67.0,95.95,90.54
1469,47187050908,56,56,55.0,100.0,98.21
1470,47187050909,73,73,71.0,100.0,97.26
1471,47187051001,154,150,147.0,97.4,95.45
1472,47187051002,107,105,100.0,98.13,93.46
1473,47187051100,292,292,260.0,100.0,89.04
1474,47187051201,183,181,129.0,98.91,70.49
1475,47187051202,284,284,284.0,100.0,100.0
1476,47189030101,205,205,195.0,100.0,95.12
1477,47189030102,208,208,175.0,100.0,84.13
1478,47189030202,265,263,262.0,99.25,98.87
1479,47189030203,94,93,93.0,98.94,98.94
1480,47189030204,171,171,166.0,100.0,97.08
1481,47189030303,30,30,30.0,100.0,100.0
1482,47189030304,61,60,60.0,98.36,98.36
1483,47189030305,60,60,60.0,100.0,100.0
1484,47189030307,113,108,108.0,95.58,95.58
1485,47189030308,40,38,38.0,95.0,95.0
1486,47189030309,61,60,60.0,98.36,98.36
1487,47189030401,44,44,44.0,100.0,100.0
1488,47189030402,103,103,103.0,100.0,100.0
1489,47189030500,144,144,144.0,100.0,100.0
1490,47189030600,99,99,99.0,100.0,100.0
1491,47189030700,103,103,103.0,100.0,100.0
1492,47189030800,325,325,300.0,100.0,92.31
1493,47189030901,115,115,115.0,100.0,100.0
1494,47189030903,175,175,160.0,100.0,91.43
1495,47189030904,196,195,176.0,99.49,89.8
1496,47189031000,365,365,296.0,100.0,81.1
