,state,county,tract,Less_HS_Proportion,HS_Proportion,Some_College_Proportion,Bachelors_Proportion,TractCode
0,47,065,011413,7.09,31.48,37.47,23.96,47065011413
1,47,069,950200,30.45,46.73,16.15,6.66,47069950200
2,47,069,950400,12.52,56.57,16.25,14.66,47069950400
3,47,069,950100,15.44,47.13,24.44,12.99,47069950100
4,47,069,950500,19.89,43.52,22.57,14.02,47069950500
5,47,069,950600,24.99,45.33,24.46,5.22,47069950600
6,47,129,110100,15.14,49.39,28.42,7.06,47129110100
7,47,129,110500,17.91,50.28,26.23,5.58,47129110500
8,47,129,110300,23.89,52.22,17.26,6.63,47129110300
9,47,129,110400,18.5,43.63,30.51,7.36,47129110400
10,47,129,110200,13.33,55.45,19.93,11.3,47129110200
11,47,061,955000,27.25,46.03,18.73,7.99,47061955000
12,47,061,955300,23.92,34.08,26.12,15.88,47061955300
13,47,061,955100,15.82,49.96,16.68,17.54,47061955100
14,47,061,955200,26.44,46.14,19.32,8.1,47061955200
15,47,079,969000,10.61,41.35,25.06,22.99,47079969000
16,47,079,969100,13.91,52.87,21.53,11.69,47079969100
17,47,079,969300,16.88,50.46,22.31,10.35,47079969300
18,47,079,969500,16.04,48.26,23.84,11.85,47079969500
19,47,079,969600,11.22,44.37,20.13,24.28,47079969600
20,47,079,969700,23.91,43.2,21.49,11.41,47079969700
21,47,079,969200,8.68,57.85,18.31,15.15,47079969200
22,47,079,969800,13.75,53.88,18.94,13.44,47079969800
23,47,079,969400,17.51,43.97,20.24,18.27,47079969400
24,47,029,980100,0.0,0.0,0.0,0.0,47029980100
25,47,105,060400,11.12,37.65,29.76,21.47,47105060400
26,47,033,961000,17.28,44.69,26.34,11.69,47033961000
27,47,033,961300,17.63,46.13,26.36,9.88,47033961300
28,47,069,950300,18.92,44.21,22.23,14.64,47069950300
29,47,105,060700,15.41,40.63,31.62,12.34,47105060700
30,47,105,060100,17.1,43.67,21.63,17.6,47105060100
31,47,105,060600,24.02,36.8,25.9,13.28,47105060600
32,47,139,950300,16.52,42.32,31.81,9.35,47139950300
33,47,139,950400,24.07,36.77,27.69,11.48,47139950400
34,47,157,000800,25.86,45.42,20.32,8.4,47157000800
35,47,157,001300,29.14,41.09,24.72,5.05,47157001300
36,47,157,001400,32.15,48.38,9.05,10.42,47157001400
37,47,157,001500,23.58,32.62,25.62,18.17,47157001500
38,47,157,001700,6.76,19.79,34.21,39.24,47157001700
39,47,157,002100,23.26,24.65,30.23,21.86,47157002100
40,47,157,003100,1.12,14.8,25.06,59.02,47157003100
41,47,157,003900,13.63,33.68,27.59,25.1,47157003900
42,47,157,004200,0.77,8.96,13.98,76.29,47157004200
43,47,157,004600,29.42,24.73,33.26,12.58,47157004600
44,47,157,005300,25.06,38.3,25.89,10.75,47157005300
45,47,157,006300,4.31,28.08,22.87,44.74,47157006300
46,47,157,006500,17.11,34.67,30.07,18.15,47157006500
47,47,157,007100,0.0,15.6,18.65,65.75,47157007100
48,47,157,000100,1.95,7.43,11.08,79.54,47157000100
49,47,157,009700,15.45,42.59,22.92,19.04,47157009700
50,47,157,007822,16.28,53.03,22.76,7.93,47157007822
51,47,157,008000,15.17,28.27,39.37,17.2,47157008000
52,47,157,010210,21.02,36.59,31.33,11.06,47157010210
53,47,147,080200,11.12,42.58,29.12,17.18,47147080200
54,47,147,080401,21.48,44.92,24.31,9.29,47147080401
55,47,147,080500,6.62,38.9,27.87,26.61,47147080500
56,47,147,080402,21.27,37.29,28.56,12.88,47147080402
57,47,147,080101,10.33,41.08,31.81,16.77,47147080101
58,47,147,080700,11.5,34.29,32.92,21.28,47147080700
59,47,051,960100,21.72,49.41,18.15,10.72,47051960100
60,47,051,960800,21.48,44.13,20.26,14.13,47051960800
61,47,051,960400,11.92,34.59,29.67,23.82,47051960400
62,47,051,960600,17.58,39.63,27.81,14.99,47051960600
63,47,051,960500,17.92,37.54,25.83,18.71,47051960500
64,47,051,960700,8.58,24.48,11.19,55.75,47051960700
65,47,051,960300,9.05,44.76,26.71,19.47,47051960300
66,47,009,010400,10.52,37.45,32.2,19.83,47009010400
67,47,009,011102,4.64,26.28,27.29,41.79,47009011102
68,47,009,010500,12.4,29.13,39.59,18.88,47009010500
69,47,009,010200,10.07,36.76,26.4,26.77,47009010200
70,47,009,011602,11.16,39.11,29.88,19.85,47009011602
71,47,009,010100,19.36,37.26,36.2,7.18,47009010100
72,47,009,010600,9.35,30.0,26.6,34.05,47009010600
73,47,009,010900,8.98,25.24,43.15,22.63,47009010900
74,47,009,010800,23.27,47.65,19.63,9.45,47009010800
75,47,009,010700,6.45,34.72,31.65,27.19,47009010700
76,47,009,011101,9.12,35.59,30.15,25.13,47009011101
77,47,157,011020,22.46,25.2,40.48,11.86,47157011020
78,47,157,020511,9.95,34.41,29.5,26.14,47157020511
79,47,157,020700,4.26,33.4,37.4,24.94,47157020700
80,47,157,021200,32.25,40.43,22.57,4.75,47157021200
81,47,157,020820,5.04,21.38,30.85,42.73,47157020820
82,47,157,021135,5.11,27.91,40.0,26.98,47157021135
83,47,157,021410,2.59,9.53,25.15,62.73,47157021410
84,47,157,021753,6.47,35.23,35.79,22.51,47157021753
85,47,157,022310,17.87,40.56,27.71,13.87,47157022310
86,47,157,022322,10.56,31.78,42.79,14.86,47157022322
87,47,157,022410,19.75,27.36,32.53,20.35,47157022410
88,47,157,000700,21.57,23.63,34.38,20.42,47157000700
89,47,157,001100,20.13,51.76,18.39,9.71,47157001100
90,47,157,001900,29.61,49.39,18.21,2.79,47157001900
91,47,157,003200,6.9,20.77,22.48,49.85,47157003200
92,47,157,002800,29.39,31.74,20.89,17.98,47157002800
93,47,157,004300,5.4,9.68,17.88,67.04,47157004300
94,47,157,005800,27.39,34.68,29.34,8.59,47157005800
95,47,157,006800,22.05,44.59,22.26,11.1,47157006800
96,47,157,007400,6.45,10.91,37.99,44.64,47157007400
97,47,157,007900,21.29,45.64,26.35,6.72,47157007900
98,47,157,009200,3.87,12.83,24.27,59.02,47157009200
99,47,157,009500,0.74,18.19,27.27,53.8,47157009500
100,47,157,020512,17.35,34.78,33.08,14.79,47157020512
101,47,157,009600,3.23,14.25,13.83,68.69,47157009600
102,47,157,010820,12.37,22.6,39.48,25.55,47157010820
103,47,157,020900,2.87,17.16,33.74,46.24,47157020900
104,47,157,021710,13.03,40.04,34.44,12.49,47157021710
105,47,157,021724,15.37,33.58,32.57,18.48,47157021724
106,47,009,011200,14.14,25.08,36.18,24.59,47009011200
107,47,021,070102,17.48,42.39,25.81,14.32,47021070102
108,47,021,070300,16.38,31.87,31.55,20.2,47021070300
109,47,019,070400,15.05,33.7,37.81,13.44,47019070400
110,47,019,070600,19.28,37.65,26.29,16.79,47019070600
111,47,019,071100,18.18,43.75,27.08,10.99,47019071100
112,47,019,071700,22.88,41.62,18.04,17.46,47019071700
113,47,019,070100,24.78,40.43,24.04,10.76,47019070100
114,47,019,070200,11.34,34.9,32.04,21.71,47019070200
115,47,019,071200,24.13,42.37,21.29,12.21,47019071200
116,47,019,070300,17.51,35.88,28.55,18.05,47019070300
117,47,019,071500,26.02,41.68,22.18,10.13,47019071500
118,47,019,071300,13.01,46.86,31.58,8.56,47019071300
119,47,019,071000,20.63,38.43,22.0,18.94,47019071000
120,47,019,070700,12.42,42.51,24.28,20.79,47019070700
121,47,019,070800,16.75,24.86,31.49,26.91,47019070800
122,47,019,071400,16.65,42.28,22.61,18.46,47019071400
123,47,019,071600,30.25,43.78,15.35,10.63,47019071600
124,47,019,070900,5.67,30.16,28.22,35.94,47019070900
125,47,019,070500,14.14,40.04,29.55,16.27,47019070500
126,47,057,500200,10.4,46.56,27.4,15.64,47057500200
127,47,057,500300,22.21,42.63,25.66,9.5,47057500300
128,47,057,500100,30.96,40.38,21.14,7.52,47057500100
129,47,157,021752,4.26,26.73,38.3,30.71,47157021752
130,47,157,021754,14.44,38.08,24.88,22.6,47157021754
131,47,097,050100,33.75,48.03,13.96,4.26,47097050100
132,47,097,050600,27.36,41.49,22.33,8.82,47097050600
133,47,097,050200,22.45,46.16,21.05,10.34,47097050200
134,47,097,050300,22.65,49.9,20.3,7.15,47097050300
135,47,097,050400,21.87,38.38,32.23,7.52,47097050400
136,47,099,960600,22.35,46.15,19.22,12.27,47099960600
137,47,099,960100,20.33,46.31,22.71,10.65,47099960100
138,47,099,960900,22.74,46.72,19.31,11.22,47099960900
139,47,099,960300,19.5,44.49,24.93,11.09,47099960300
140,47,099,960200,17.03,52.02,22.13,8.82,47099960200
141,47,099,960700,16.07,44.86,28.29,10.78,47099960700
142,47,099,960800,14.69,45.38,28.3,11.63,47099960800
143,47,113,000100,17.38,34.59,22.0,26.04,47113000100
144,47,113,000500,16.47,53.5,21.17,8.86,47113000500
145,47,113,000700,13.96,47.99,20.65,17.41,47113000700
146,47,113,001100,15.66,52.49,26.16,5.69,47113001100
147,47,113,001402,10.13,34.66,35.49,19.73,47113001402
148,47,113,001502,9.56,40.74,28.96,20.74,47113001502
149,47,113,001605,6.71,22.36,24.6,46.33,47113001605
150,47,113,001606,2.57,28.43,30.44,38.56,47113001606
151,47,113,001609,8.28,28.48,23.18,40.07,47113001609
152,47,113,001700,8.33,40.91,32.86,17.91,47113001700
153,47,113,000800,30.33,46.94,16.69,6.03,47113000800
154,47,113,000900,27.27,35.7,25.2,11.83,47113000900
155,47,033,961100,21.46,34.36,28.24,15.94,47033961100
156,47,033,961200,15.55,51.75,21.02,11.68,47033961200
157,47,033,961400,19.7,40.15,26.69,13.46,47033961400
158,47,095,960200,21.54,43.65,23.66,11.15,47095960200
159,47,095,960100,28.41,43.87,17.56,10.16,47095960100
160,47,093,002400,24.45,36.5,21.89,17.16,47093002400
161,47,093,005201,12.85,35.54,34.27,17.35,47093005201
162,47,093,003300,3.29,19.27,30.24,47.2,47093003300
163,47,093,004700,7.46,32.17,31.48,28.89,47093004700
164,47,093,005100,8.8,20.82,25.5,44.88,47093005100
165,47,093,005803,3.65,21.11,27.24,48.01,47093005803
166,47,093,006102,13.6,34.12,29.61,22.67,47093006102
167,47,093,006203,10.0,35.3,36.32,18.38,47093006203
168,47,093,001600,19.69,30.73,26.87,22.7,47093001600
169,47,093,002200,12.63,26.41,33.04,27.92,47093002200
170,47,149,040810,9.83,35.34,27.97,26.86,47149040810
171,47,149,040901,9.78,28.69,35.09,26.44,47149040901
172,47,149,040902,2.79,20.67,34.08,42.47,47149040902
173,47,149,040903,4.85,26.26,29.7,39.19,47149040903
174,47,149,040904,4.64,29.28,29.59,36.48,47149040904
175,47,149,040905,4.08,18.96,31.62,45.35,47149040905
176,47,149,041101,5.31,20.1,27.37,47.22,47149041101
177,47,149,041102,9.82,38.81,27.81,23.56,47149041102
178,47,149,041201,5.85,20.98,31.69,41.48,47149041201
179,47,149,041202,7.81,31.45,29.79,30.96,47149041202
180,47,149,041301,0.84,15.73,22.34,61.09,47149041301
181,47,149,041302,4.95,20.36,23.84,50.85,47149041302
182,47,149,041401,3.09,18.0,30.46,48.46,47149041401
183,47,149,041402,7.07,25.59,35.85,31.49,47149041402
184,47,149,041403,6.42,17.8,35.37,40.41,47149041403
185,47,149,042200,16.06,28.8,35.17,19.97,47149042200
186,47,153,060101,23.18,39.71,24.83,12.28,47153060101
187,47,153,060102,10.84,43.47,28.3,17.4,47153060102
188,47,155,080101,15.99,48.37,23.1,12.54,47155080101
189,47,157,009300,3.73,15.85,30.56,49.86,47157009300
190,47,157,010610,30.79,35.54,27.76,5.91,47157010610
191,47,157,020222,13.57,36.1,30.45,19.88,47157020222
192,47,157,021138,2.13,14.06,25.48,58.33,47157021138
193,47,157,021341,3.78,5.4,19.01,71.81,47157021341
194,47,157,021351,2.29,10.95,21.91,64.85,47157021351
195,47,157,021352,0.54,9.97,24.49,65.01,47157021352
196,47,157,021520,1.34,12.75,18.46,67.45,47157021520
197,47,157,021721,11.53,38.17,34.27,16.02,47157021721
198,47,157,021732,13.67,36.14,38.56,11.64,47157021732
199,47,157,021751,6.73,20.21,41.52,31.54,47157021751
200,47,157,022220,19.0,33.07,38.4,9.52,47157022220
201,47,157,010000,25.13,41.55,25.41,7.92,47157010000
202,47,157,008110,25.11,43.23,25.99,5.66,47157008110
203,47,157,008120,29.21,28.87,29.27,12.65,47157008120
204,47,157,020210,14.26,33.89,35.08,16.77,47157020210
205,47,157,020541,14.43,37.07,26.65,21.85,47157020541
206,47,157,010110,28.47,46.64,20.71,4.18,47157010110
207,47,157,010630,32.63,29.15,31.68,6.54,47157010630
208,47,157,020400,6.52,18.22,48.15,27.11,47157020400
209,47,157,020542,12.22,26.87,46.33,14.58,47157020542
210,47,157,020622,9.72,34.79,31.1,24.39,47157020622
211,47,157,021113,10.76,28.05,36.21,24.98,47157021113
212,47,157,021342,3.38,11.29,29.98,55.35,47157021342
213,47,157,021530,1.66,10.44,21.35,66.55,47157021530
214,47,157,021611,7.19,19.12,30.13,43.56,47157021611
215,47,157,021731,25.9,39.29,26.21,8.59,47157021731
216,47,139,950100,19.04,44.33,24.42,12.21,47139950100
217,47,149,041500,0.0,0.0,43.62,56.38,47149041500
218,47,149,041900,21.87,35.45,21.46,21.22,47149041900
219,47,149,041800,21.18,37.09,29.71,12.02,47149041800
220,47,149,040302,8.83,43.74,31.41,16.02,47149040302
221,47,149,040403,10.2,37.56,30.14,22.1,47149040403
222,47,149,041700,9.78,33.56,28.66,28.0,47149041700
223,47,149,041000,11.63,21.97,28.61,37.78,47149041000
224,47,149,042100,12.53,24.8,32.49,30.18,47149042100
225,47,149,042000,12.4,21.41,26.09,40.11,47149042000
226,47,149,040200,11.34,33.66,28.75,26.25,47149040200
227,47,149,041600,17.02,17.61,27.66,37.71,47149041600
228,47,149,040600,10.66,37.92,27.67,23.75,47149040600
229,47,063,100700,14.78,44.84,27.96,12.41,47063100700
230,47,063,101000,18.89,41.45,23.97,15.69,47063101000
231,47,063,100400,22.5,38.44,23.21,15.85,47063100400
232,47,063,100300,38.19,39.13,16.14,6.53,47063100300
233,47,063,100800,24.16,42.88,26.26,6.71,47063100800
234,47,063,101100,15.53,36.68,25.15,22.64,47063101100
235,47,063,101200,12.87,37.96,26.2,22.98,47063101200
236,47,063,100600,12.53,46.38,21.28,19.81,47063100600
237,47,083,120100,21.51,53.47,15.6,9.42,47083120100
238,47,083,120300,23.96,40.92,25.26,9.85,47083120300
239,47,083,120200,24.82,41.92,19.96,13.31,47083120200
240,47,119,011200,13.51,46.51,31.07,8.91,47119011200
241,47,119,010900,10.05,43.27,33.43,13.26,47119010900
242,47,119,010100,16.83,43.22,24.02,15.92,47119010100
243,47,119,010600,16.02,33.42,33.16,17.4,47119010600
244,47,119,010500,15.26,51.48,24.16,9.11,47119010500
245,47,119,010400,9.83,39.75,34.67,15.75,47119010400
246,47,119,010700,21.34,40.77,27.63,10.26,47119010700
247,47,081,950100,21.59,42.14,27.79,8.48,47081950100
248,47,081,950500,29.04,45.16,19.56,6.24,47081950500
249,47,081,950200,20.02,50.18,21.13,8.67,47081950200
250,47,085,130300,13.37,48.77,19.45,18.41,47085130300
251,47,085,130200,24.58,48.87,19.69,6.86,47085130200
252,47,085,130500,9.48,51.74,27.47,11.3,47085130500
253,47,085,130100,17.24,41.37,28.25,13.14,47085130100
254,47,085,130400,16.58,47.1,27.24,9.08,47085130400
255,47,089,070500,12.29,49.17,24.18,14.36,47089070500
256,47,093,002900,18.61,34.55,32.87,13.97,47093002900
257,47,093,004500,5.72,15.83,20.82,57.63,47093004500
258,47,093,004606,5.04,13.36,32.17,49.43,47093004606
259,47,093,005202,10.78,39.29,36.35,13.58,47093005202
260,47,159,975100,16.94,43.34,24.13,15.59,47159975100
261,47,159,975400,9.77,47.99,26.27,15.98,47159975400
262,47,159,975200,15.97,49.09,25.44,9.49,47159975200
263,47,159,975300,13.21,55.48,21.76,9.56,47159975300
264,47,159,975000,18.24,41.22,29.37,11.17,47159975000
265,47,189,030202,7.26,24.96,30.13,37.65,47189030202
266,47,189,030304,3.69,26.15,37.51,32.64,47189030304
267,47,189,030307,5.96,22.66,32.01,39.37,47189030307
268,47,189,030305,6.3,27.47,33.82,32.42,47189030305
269,47,189,030500,12.66,43.38,31.02,12.95,47189030500
270,47,189,030101,6.2,29.97,32.97,30.85,47189030101
271,47,189,030800,16.7,32.91,26.17,24.23,47189030800
272,47,189,030901,2.26,24.82,32.75,40.17,47189030901
273,47,189,030102,14.35,35.35,28.73,21.57,47189030102
274,47,189,030303,3.64,24.33,39.66,32.37,47189030303
275,47,189,030700,22.07,39.09,26.22,12.61,47189030700
276,47,189,030600,11.71,35.89,29.59,22.81,47189030600
277,47,189,031000,13.07,42.84,28.63,15.46,47189031000
278,47,163,040900,8.04,28.64,29.62,33.7,47163040900
279,47,163,041300,9.61,38.16,26.4,25.82,47163041300
280,47,163,042600,9.4,34.21,34.17,22.21,47163042600
281,47,163,043000,21.1,31.96,29.39,17.55,47163043000
282,47,163,040500,28.4,39.07,23.06,9.48,47163040500
283,47,093,005602,7.56,38.62,29.17,24.65,47093005602
284,47,093,001400,34.29,43.24,18.97,3.51,47093001400
285,47,093,002100,11.64,42.93,28.18,17.25,47093002100
286,47,093,003000,12.24,30.81,36.61,20.34,47093003000
287,47,093,004100,11.11,35.9,34.36,18.63,47093004100
288,47,093,004200,6.05,24.5,38.67,30.78,47093004200
289,47,093,004800,16.87,28.77,31.72,22.64,47093004800
290,47,093,004900,7.51,33.39,31.03,28.07,47093004900
291,47,093,002000,19.37,40.29,36.94,3.39,47093002000
292,47,093,002600,12.4,33.54,37.28,16.77,47093002600
293,47,093,002800,13.17,34.38,41.26,11.2,47093002800
294,47,093,003100,10.38,33.12,34.58,21.92,47093003100
295,47,093,006202,3.95,26.77,40.58,28.69,47093006202
296,47,093,003400,7.42,29.91,29.74,32.94,47093003400
297,47,093,005000,10.9,29.86,34.34,24.91,47093005000
298,47,093,005701,2.58,13.35,15.72,68.35,47093005701
299,47,093,000800,14.85,34.41,31.53,19.21,47093000800
300,47,093,001900,18.95,48.19,21.62,11.24,47093001900
301,47,093,002300,15.84,24.38,24.99,34.79,47093002300
302,47,093,003500,9.71,24.47,19.13,46.69,47093003500
303,47,093,003200,19.66,34.92,29.37,16.05,47093003200
304,47,093,004000,13.11,31.04,30.38,25.47,47093004000
305,47,093,005704,1.58,12.15,30.57,55.7,47093005704
306,47,163,042100,14.48,33.56,29.0,22.96,47163042100
307,47,163,042801,12.43,29.43,35.67,22.47,47163042801
308,47,163,043600,8.0,30.81,32.16,29.03,47163043600
309,47,163,042900,3.95,18.93,31.79,45.34,47163042900
310,47,163,043500,10.64,27.92,29.57,31.88,47163043500
311,47,163,041400,10.45,43.69,27.85,18.0,47163041400
312,47,163,041800,19.4,45.36,20.66,14.58,47163041800
313,47,163,042701,20.31,38.48,23.07,18.14,47163042701
314,47,163,040700,9.29,29.98,27.31,33.42,47163040700
315,47,163,041000,3.41,32.94,25.58,38.07,47163041000
316,47,163,041500,3.7,20.36,25.62,50.31,47163041500
317,47,163,041600,12.54,34.2,31.94,21.31,47163041600
318,47,163,041700,17.79,47.32,28.68,6.21,47163041700
319,47,163,042000,15.46,47.93,28.06,8.55,47163042000
320,47,163,040300,18.03,36.93,33.17,11.87,47163040300
321,47,163,041200,9.35,31.31,26.0,33.35,47163041200
322,47,163,042300,7.25,23.19,35.12,34.44,47163042300
323,47,163,042400,14.3,41.06,31.29,13.36,47163042400
324,47,163,042702,12.89,31.87,25.83,29.41,47163042702
325,47,163,040200,18.9,32.83,32.67,15.6,47163040200
326,47,163,040800,21.22,39.97,23.2,15.61,47163040800
327,47,163,042200,11.48,35.17,30.45,22.91,47163042200
328,47,163,042500,11.54,30.73,39.13,18.6,47163042500
329,47,163,043100,16.29,43.59,19.79,20.34,47163043100
330,47,163,041100,9.94,37.38,27.49,25.19,47163041100
331,47,163,042802,21.2,42.74,21.07,14.99,47163042802
332,47,089,070700,10.96,38.94,32.56,17.55,47089070700
333,47,089,070100,18.32,39.19,28.58,13.91,47089070100
334,47,089,070200,18.74,46.58,25.38,9.31,47089070200
335,47,089,070400,14.9,40.12,29.51,15.47,47089070400
336,47,089,070600,18.73,29.57,35.24,16.46,47089070600
337,47,089,070800,15.63,33.74,32.53,18.1,47089070800
338,47,089,070900,14.91,38.35,27.17,19.57,47089070900
339,47,089,070300,16.72,38.27,23.49,21.53,47089070300
340,47,141,001300,15.68,37.71,26.33,20.28,47141001300
341,47,141,001200,10.75,36.69,18.11,34.45,47141001200
342,47,141,000100,21.22,44.14,21.65,12.98,47141000100
343,47,141,000600,14.38,34.95,21.48,29.19,47141000600
344,47,141,000700,17.7,43.11,18.74,20.44,47141000700
345,47,141,000500,4.14,26.07,19.89,49.89,47141000500
346,47,141,000200,10.67,38.43,21.8,29.1,47141000200
347,47,141,000800,27.66,29.52,25.94,16.89,47141000800
348,47,141,001100,18.11,43.59,24.1,14.21,47141001100
349,47,141,000400,3.94,28.28,26.17,41.61,47141000400
350,47,141,000900,14.47,36.11,31.03,18.39,47141000900
351,47,141,001000,18.29,37.18,25.45,19.08,47141001000
352,47,153,060200,10.79,35.77,36.22,17.21,47153060200
353,47,155,080400,24.09,38.43,25.48,12.0,47155080400
354,47,155,080300,8.45,37.91,32.15,21.49,47155080300
355,47,155,081000,25.4,29.49,28.05,17.05,47155081000
356,47,155,080500,17.68,35.49,30.98,15.85,47155080500
357,47,161,110200,12.81,44.33,27.81,15.04,47161110200
358,47,161,110600,21.17,41.97,27.46,9.4,47161110600
359,47,157,002400,24.58,31.37,25.07,18.98,47157002400
360,47,157,002500,14.09,22.3,30.62,33.0,47157002500
361,47,157,003000,13.8,29.4,25.13,31.67,47157003000
362,47,157,003300,1.55,8.21,18.53,71.7,47157003300
363,47,157,005900,11.65,58.46,24.47,5.41,47157005900
364,47,157,006200,17.26,46.14,23.42,13.18,47157006200
365,47,005,963200,18.95,50.13,22.48,8.43,47005963200
366,47,005,963300,19.76,36.98,26.33,16.92,47005963300
367,47,005,963400,22.07,53.97,16.3,7.65,47005963400
368,47,007,953000,29.53,35.57,26.56,8.34,47007953000
369,47,013,950700,27.79,40.18,22.8,9.23,47013950700
370,47,007,953100,22.28,39.05,24.26,14.41,47007953100
371,47,007,953200,24.62,41.07,19.45,14.86,47007953200
372,47,013,950300,31.67,36.74,14.95,16.64,47013950300
373,47,013,950100,35.23,46.82,13.12,4.83,47013950100
374,47,013,950200,35.07,35.61,20.83,8.5,47013950200
